phone_number,email,credit_score,age_group,family_background,income,property_type,budget,preferred_location,comments,lead_intent
+91-294590834,morganfarrell@example.org,663,26-35,Married with Kids,876709,Villa,2369651,Hyderabad,Not now,0
+91-4095618684,osbornelaura@example.com,793,26-35,Married,354299,Apartment,1627296,Pune,Not now,0
+91-4145260536,hubbardmatthew@example.net,701,51+,Married with Kids,741166,Villa,1130261,Hyderabad,Interested in investment,1
+91-4819372113,kristen51@example.com,683,51+,Single,556816,Villa,516297,Chennai,Interested in investment,0
+91-5052593258,amywright@example.org,420,26-35,Married with Kids,1983106,Commercial,1571120,Noida,Visit after 2 weeks,1
+91-3292023422,martinmatthew@example.net,813,26-35,Married with Kids,480389,Apartment,1905048,Noida,Not now,0
+91-2296988157,writter@example.net,490,36-50,Married with Kids,676080,Plot,1783831,Hyderabad,Urgent visit required,1
+91-1509176725,melissa61@example.net,803,18-25,Married,284704,Commercial,694618,Pune,Immediate possession preferred,1
+91-1728549921,jameswalsh@example.net,534,26-35,Married,697305,Villa,507581,Surat,Need loan info,1
+91-7605695669,xmorris@example.org,689,18-25,Married with Kids,756749,Villa,706944,Surat,Looking to move soon,1
+91-3865344003,chavezadam@example.com,829,18-25,Married with Kids,1845988,Commercial,1355124,Noida,Urgent visit required,1
+91-5749782732,montesmichelle@example.org,492,36-50,Single,727069,Villa,2084417,Delhi,Interested in investment,0
+91-9002154191,watkinsthomas@example.net,821,18-25,Married,355615,Apartment,2382981,Ahmedabad,Interested in investment,0
+91-1463309671,hartmandanielle@example.org,669,26-35,Married,1981134,Plot,2619673,Delhi,Need loan info,1
+91-9930214253,gcarter@example.org,845,26-35,Married,1541727,Commercial,1468794,Delhi,Call me ASAP,1
+91-8328150387,heathercabrera@example.org,718,36-50,Married,290314,Plot,713495,Delhi,Call me ASAP,1
+91-5500427536,hzavala@example.com,701,26-35,Single,461276,Apartment,1925291,Bangalore,Looking to move soon,1
+91-4617569424,joanna60@example.org,388,26-35,Single,1211328,Villa,514845,Noida,Need loan info,1
+91-8509420556,jack12@example.net,592,51+,Single,1858308,Apartment,541123,Jaipur,Just exploring,0
+91-3657464840,daniel45@example.com,507,18-25,Married,1087670,Commercial,2186531,Bangalore,Budget issue,0
+91-3815684991,barbaraaguilar@example.org,781,26-35,Married with Kids,1413014,Apartment,1249553,Noida,Finalizing options this week,1
+91-994368188,larry88@example.org,537,18-25,Single,823229,Plot,2431860,Chennai,Urgent visit required,1
+91-1277950614,cgoodwin@example.com,788,18-25,Single,280879,Villa,2145210,Chennai,Interested in investment,0
+91-1804621381,joseph02@example.org,398,26-35,Single,422061,Plot,2362280,Surat,Call me ASAP,0
+91-17220472,zwilliams@example.com,736,26-35,Married,735647,Apartment,1741206,Pune,Immediate possession preferred,1
+91-4754060361,brittanyhoffman@example.org,658,51+,Married,683469,Commercial,2267354,Pune,Interested in investment,0
+91-4647192764,jacobhull@example.net,724,36-50,Married,879739,Apartment,1303876,Bangalore,Visit after 2 weeks,1
+91-3722414631,ruizjessica@example.org,693,36-50,Single,716499,Villa,2927473,Mumbai,Finalizing options this week,1
+91-9317371410,veronicasmith@example.net,676,26-35,Married with Kids,620799,Apartment,2812810,Ahmedabad,Immediate possession preferred,1
+91-8053376113,travisyoung@example.com,315,36-50,Married,605115,Apartment,2020749,Noida,Looking to move soon,1
+91-9496204982,hlee@example.com,708,26-35,Married with Kids,524827,Villa,763229,Delhi,Budget issue,0
+91-1478619255,abeltran@example.net,417,18-25,Married with Kids,1193326,Plot,2638843,Hyderabad,Just exploring,0
+91-5530469438,christinapreston@example.net,355,26-35,Married with Kids,573948,Commercial,2354580,Bangalore,Need loan info,0
+91-6099816416,hsmith@example.com,433,36-50,Married with Kids,948409,Villa,2773406,Delhi,Please send details,0
+91-2537197656,hayley92@example.net,453,51+,Single,968471,Apartment,2798993,Chennai,Need loan info,0
+91-2491957707,davidwilliams@example.org,513,36-50,Single,1629873,Commercial,2791205,Chennai,Please send details,0
+91-3199235874,suttondean@example.org,433,18-25,Married with Kids,1971666,Plot,719034,Pune,Not now,0
+91-9073606143,pearsonjennifer@example.net,416,36-50,Single,828979,Commercial,1240399,Pune,Looking to move soon,1
+91-4354065716,petersonsergio@example.org,322,36-50,Married with Kids,1355499,Commercial,1415722,Surat,Budget issue,0
+91-3374115502,mark66@example.net,321,18-25,Married,699733,Villa,1836753,Delhi,Interested in investment,0
+91-5476360727,michaelathomas@example.com,532,51+,Married,1253480,Apartment,2763356,Noida,Just exploring,0
+91-1516888774,tracyavery@example.com,461,26-35,Married with Kids,625715,Commercial,2735985,Hyderabad,Finalizing options this week,1
+91-4505134774,hamiltoneric@example.org,791,36-50,Single,1032448,Plot,2309583,Surat,Just exploring,0
+91-7508995749,james14@example.org,692,26-35,Single,1814894,Apartment,1923443,Ahmedabad,Urgent visit required,1
+91-5512359350,ronaldsmith@example.net,487,26-35,Married,1277678,Commercial,673959,Hyderabad,Visit after 2 weeks,1
+91-8870374607,pbailey@example.org,652,36-50,Married,841373,Plot,2860590,Chennai,Finalizing options this week,1
+91-1929913809,mary64@example.org,839,18-25,Single,1915921,Plot,2017177,Pune,Urgent visit required,1
+91-2063088799,bconway@example.org,422,26-35,Married with Kids,985732,Villa,2366214,Ahmedabad,Need loan info,0
+91-7066167622,jrobinson@example.net,771,18-25,Married with Kids,1379085,Plot,2662867,Mumbai,Budget issue,0
+91-621448128,jennifer84@example.net,847,18-25,Married with Kids,1432682,Plot,1106992,Mumbai,Looking to move soon,1
+91-4719458685,julie01@example.net,661,18-25,Married with Kids,342598,Commercial,1274629,Ahmedabad,Need loan info,0
+91-460073271,johnny38@example.net,353,18-25,Married,1095704,Plot,1658141,Ahmedabad,Interested in investment,0
+91-3959218902,amadden@example.org,563,36-50,Single,784250,Commercial,2259266,Pune,Interested in investment,0
+91-4117248077,kayla86@example.net,638,36-50,Married with Kids,274675,Commercial,1092009,Bangalore,Please send details,0
+91-1465856264,glee@example.net,463,18-25,Married,705239,Commercial,2459074,Mumbai,Visit after 2 weeks,0
+91-9905646510,zking@example.com,358,36-50,Married,1202111,Commercial,1654865,Delhi,Urgent visit required,1
+91-2517677005,msantiago@example.net,423,36-50,Single,1640414,Villa,2023801,Bangalore,Need loan info,1
+91-6717423384,jamescolleen@example.org,466,18-25,Married,1595299,Apartment,1662870,Jaipur,Looking to move soon,1
+91-1394640559,michael38@example.com,700,18-25,Married with Kids,1843084,Plot,905695,Bangalore,Interested in investment,1
+91-2118065477,bbernard@example.net,360,26-35,Married with Kids,774234,Villa,2634695,Delhi,Finalizing options this week,1
+91-327569745,jessedelacruz@example.org,695,18-25,Married with Kids,1747044,Villa,1360748,Hyderabad,Just exploring,0
+91-6301072967,garciaveronica@example.net,369,36-50,Married with Kids,1708560,Villa,1926681,Bangalore,Looking to move soon,1
+91-582918332,jefferydavis@example.com,365,18-25,Married with Kids,312145,Commercial,1149023,Jaipur,Not now,0
+91-6818258958,esparzadawn@example.com,726,26-35,Single,1571182,Villa,1075492,Pune,Just exploring,1
+91-3835847054,petersonjoel@example.org,750,26-35,Married with Kids,534025,Plot,2497556,Surat,Call me ASAP,1
+91-1035989065,ibarker@example.org,730,36-50,Single,1341851,Apartment,2655440,Bangalore,Looking to move soon,1
+91-7911530775,lauraclay@example.org,445,26-35,Married,723985,Commercial,931295,Delhi,Looking to move soon,1
+91-8970941948,sandyramirez@example.com,812,36-50,Married with Kids,302392,Commercial,1624027,Hyderabad,Visit after 2 weeks,0
+91-7285892694,karen82@example.org,697,26-35,Married with Kids,1605163,Commercial,2301298,Noida,Interested in investment,1
+91-3173554352,contrerasjames@example.org,475,51+,Single,1343640,Plot,878402,Ahmedabad,Looking to move soon,1
+91-9595899914,oconnorjames@example.org,342,36-50,Married,1075295,Apartment,2322580,Ahmedabad,Urgent visit required,1
+91-848877400,steven73@example.net,700,51+,Married with Kids,452936,Commercial,1326028,Delhi,Need loan info,0
+91-577737703,swansonjennifer@example.com,386,18-25,Married,504541,Plot,2970095,Bangalore,Please send details,0
+91-7244577934,haileybass@example.org,634,36-50,Single,796759,Villa,1239612,Noida,Call me ASAP,1
+91-6329622374,jacksonaustin@example.org,374,18-25,Single,1568943,Villa,2425814,Chennai,Need loan info,0
+91-8129945275,millereric@example.org,571,51+,Married with Kids,786598,Commercial,1607583,Delhi,Looking to move soon,1
+91-4955274284,hamiltonholly@example.org,687,26-35,Married,1080108,Villa,1683567,Noida,Call me ASAP,1
+91-9732997601,olivia29@example.net,490,26-35,Married,1934340,Commercial,1451960,Hyderabad,Need loan info,1
+91-6223659197,cherylnorton@example.com,825,26-35,Married,1140243,Apartment,2519611,Jaipur,Please send details,1
+91-5651018198,sarayates@example.org,500,26-35,Married with Kids,1136483,Plot,2163803,Mumbai,Not now,0
+91-5137939009,nicholas87@example.org,475,18-25,Married with Kids,721563,Villa,1013632,Ahmedabad,Need loan info,1
+91-2982930466,hallisabella@example.org,758,36-50,Single,620314,Villa,978119,Ahmedabad,Please send details,1
+91-6700427495,lblankenship@example.net,495,18-25,Married,511105,Plot,1427029,Bangalore,Budget issue,0
+91-580757526,amberhall@example.org,814,26-35,Married with Kids,1748719,Commercial,1446025,Delhi,Immediate possession preferred,1
+91-8807939295,allenandrea@example.com,456,18-25,Married,884265,Apartment,2466993,Jaipur,Finalizing options this week,1
+91-4696703644,martin22@example.org,760,26-35,Married,901615,Villa,559592,Jaipur,Budget issue,1
+91-6132013731,donaldtyler@example.net,390,18-25,Married with Kids,1650875,Villa,1306035,Bangalore,Just exploring,0
+91-2732670325,colleenjones@example.net,446,26-35,Married,739363,Plot,2811801,Pune,Not now,0
+91-8934205769,steven45@example.org,303,26-35,Married,251080,Apartment,1082357,Mumbai,Need loan info,0
+91-130341144,frederick91@example.org,696,36-50,Married with Kids,1932131,Commercial,2100973,Hyderabad,Need loan info,1
+91-2954750262,gbenton@example.com,539,26-35,Married,1607496,Commercial,821066,Pune,Budget issue,0
+91-1595749987,ballvanessa@example.com,500,51+,Married,1365654,Villa,1578987,Ahmedabad,Immediate possession preferred,1
+91-7067828397,jose18@example.org,840,36-50,Married,1483630,Commercial,538833,Delhi,Not now,1
+91-6342714681,xboyd@example.org,734,18-25,Single,1166700,Plot,2536085,Ahmedabad,Not now,0
+91-646724373,walter05@example.com,686,51+,Married with Kids,386339,Commercial,1607445,Mumbai,Looking to move soon,0
+91-2013800191,cmcdonald@example.net,694,18-25,Single,488577,Commercial,1600743,Jaipur,Interested in investment,0
+91-209822668,nina65@example.net,590,26-35,Married,325806,Commercial,1412824,Chennai,Need loan info,0
+91-1466684707,jennifer48@example.org,410,36-50,Married,1176974,Apartment,1762491,Surat,Looking to move soon,1
+91-6035216541,youngedward@example.com,816,26-35,Married,1969000,Plot,669441,Pune,Budget issue,1
+91-2197659905,mike05@example.com,722,26-35,Married,1359020,Villa,1757305,Delhi,Need loan info,1
+91-3528651553,jblair@example.net,696,36-50,Married,1743701,Villa,2019964,Pune,Not now,0
+91-8759053215,nbrown@example.org,390,36-50,Married with Kids,379749,Plot,1411537,Delhi,Visit after 2 weeks,0
+91-6692685951,kristin09@example.net,565,26-35,Married with Kids,1069700,Villa,2879887,Delhi,Looking to move soon,1
+91-2258387480,calebadams@example.org,585,26-35,Married with Kids,1388710,Commercial,1361885,Ahmedabad,Call me ASAP,1
+91-3986324950,hking@example.org,838,26-35,Single,1565775,Plot,613174,Hyderabad,Immediate possession preferred,1
+91-3171860046,connie42@example.net,540,51+,Single,1811391,Apartment,707375,Noida,Budget issue,0
+91-8368508491,pgilmore@example.net,632,26-35,Single,349659,Villa,2562236,Bangalore,Need loan info,0
+91-5127573350,allisonbrown@example.com,567,26-35,Married with Kids,1519774,Commercial,2591043,Surat,Visit after 2 weeks,0
+91-1040357878,thomasricardo@example.net,576,51+,Married with Kids,1222301,Commercial,2207249,Pune,Visit after 2 weeks,0
+91-9857598975,aimeebrewer@example.net,339,26-35,Married with Kids,264366,Plot,503915,Hyderabad,Looking to move soon,0
+91-7432663268,bevans@example.org,420,26-35,Single,1044732,Apartment,2351771,Noida,Immediate possession preferred,1
+91-8072159605,michealhardy@example.net,365,26-35,Married,1042237,Apartment,572237,Bangalore,Just exploring,0
+91-1850654361,collinskimberly@example.org,678,51+,Married with Kids,463570,Villa,2436445,Surat,Visit after 2 weeks,0
+91-5970795209,wmoore@example.com,794,18-25,Married,266505,Villa,1228896,Surat,Budget issue,0
+91-7549083668,lopezkristina@example.net,524,36-50,Single,1249436,Villa,2059451,Mumbai,Looking to move soon,1
+91-7197295338,amy24@example.org,717,26-35,Married with Kids,1839446,Apartment,798730,Noida,Looking to move soon,1
+91-8689853136,harrisonkyle@example.com,456,51+,Married with Kids,525846,Villa,2908418,Noida,Not now,0
+91-8001885638,ingramjessica@example.com,652,18-25,Married with Kids,425182,Commercial,698106,Chennai,Just exploring,0
+91-9626926048,mariahill@example.net,351,26-35,Married with Kids,1889445,Villa,1201611,Chennai,Immediate possession preferred,1
+91-4176753145,sbishop@example.org,654,36-50,Married with Kids,634407,Villa,1274743,Chennai,Visit after 2 weeks,0
+91-1459983985,gloria04@example.org,343,26-35,Married,1739302,Villa,2415827,Chennai,Not now,0
+91-928286182,james84@example.net,393,36-50,Single,879201,Commercial,2648966,Hyderabad,Budget issue,0
+91-3044608073,zchandler@example.org,616,36-50,Single,389808,Apartment,2252859,Delhi,Budget issue,0
+91-3461520262,daviscarol@example.net,529,26-35,Single,1216256,Plot,2096092,Hyderabad,Urgent visit required,1
+91-9121560480,obrienjames@example.net,558,36-50,Single,1058737,Apartment,2911058,Surat,Interested in investment,0
+91-8982574848,travistaylor@example.net,789,26-35,Married with Kids,723723,Villa,2432969,Delhi,Need loan info,1
+91-969449751,ubond@example.org,622,26-35,Single,1822065,Villa,2887414,Ahmedabad,Looking to move soon,1
+91-4106893220,uchang@example.com,804,18-25,Married,1553863,Plot,2400013,Ahmedabad,Please send details,1
+91-4704311166,umaxwell@example.net,725,26-35,Married,1059756,Apartment,1314416,Pune,Looking to move soon,1
+91-3830354490,buckjason@example.org,765,26-35,Single,1291688,Commercial,915599,Mumbai,Immediate possession preferred,1
+91-8716199001,cookrobert@example.net,532,51+,Single,1644375,Apartment,2907062,Surat,Urgent visit required,1
+91-3969952018,haleycook@example.net,837,51+,Married with Kids,630188,Apartment,2687227,Delhi,Please send details,1
+91-7313636100,jessica91@example.net,837,18-25,Married with Kids,1934521,Villa,720993,Chennai,Interested in investment,1
+91-8194526349,khanerin@example.com,363,26-35,Married with Kids,653971,Plot,1867046,Noida,Not now,0
+91-7696935879,normajones@example.net,553,26-35,Married with Kids,451992,Villa,2971389,Surat,Looking to move soon,0
+91-1231951978,jeremiah68@example.com,411,18-25,Single,1487348,Commercial,843219,Ahmedabad,Budget issue,0
+91-8703219293,katherinerussell@example.org,675,51+,Married,591719,Villa,573911,Ahmedabad,Just exploring,0
+91-9515867685,charleshayes@example.com,346,26-35,Married,1072469,Villa,833437,Hyderabad,Looking to move soon,1
+91-5745354940,davissarah@example.net,443,26-35,Married with Kids,1772603,Apartment,2753508,Mumbai,Just exploring,0
+91-7433416894,aprilrussell@example.net,464,26-35,Married with Kids,1657547,Villa,2458973,Pune,Finalizing options this week,1
+91-7696719645,travisfoster@example.com,795,51+,Single,1411197,Villa,1758323,Jaipur,Call me ASAP,1
+91-3194412617,wilsondavid@example.org,707,26-35,Married with Kids,1194418,Villa,939456,Ahmedabad,Finalizing options this week,1
+91-4032309521,nancybrown@example.org,413,26-35,Single,1097362,Apartment,2776245,Jaipur,Not now,0
+91-5846833903,fwilkerson@example.org,335,36-50,Single,301049,Plot,2039196,Bangalore,Urgent visit required,0
+91-1659077670,vjones@example.org,515,51+,Single,1347453,Commercial,1330437,Surat,Visit after 2 weeks,1
+91-5233864644,michael68@example.net,664,26-35,Married with Kids,641305,Villa,1361548,Surat,Just exploring,0
+91-5082681041,washingtonmelanie@example.com,454,26-35,Single,1237092,Apartment,501573,Delhi,Visit after 2 weeks,1
+91-9202378866,traceyguerra@example.com,702,36-50,Married with Kids,1669861,Plot,2830545,Surat,Just exploring,0
+91-173266884,kevinspencer@example.net,337,51+,Married,1836421,Plot,1521784,Mumbai,Need loan info,1
+91-8526141003,matthewyoung@example.net,726,26-35,Married,644390,Plot,2682185,Chennai,Please send details,1
+91-2270353915,owilliams@example.net,595,36-50,Married with Kids,435112,Villa,2616033,Delhi,Interested in investment,0
+91-3108943608,garciamitchell@example.net,425,18-25,Single,1018238,Apartment,604011,Surat,Need loan info,1
